"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"29/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.39","0.00",""
"28/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.38","100.00",""
"27/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.39","300.00",""
"24/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.30","1,500.00",""
"23/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.39","5,000.00",""
"22/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.35","0.00",""
"21/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.38","0.00",""
"20/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.00","0.00",""
"17/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0.39","0.39","0.39","0.00",""
"17/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.39","0.39","0.00",""
"17/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0.39","0.39","0.39","0.00",""
"15/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.39","0.00","0.00",""
"14/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.39","5,000.00",""
"13/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.35","0.35","0.00",""
"10/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.38","0.00",""
"09/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.35","0.00",""
"08/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.35","1,000.00",""
"07/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.39","900.00",""
"06/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.39","0.00",""
"03/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.39","2,500.00",""
"02/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.39","0.00",""
"01/10/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.39","0","0.00","0.38","1,000.00",""
"29/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.39","-0.01","0.00","0.39","0.00",""
"26/09/2008","GOIL","0.40","0.25","0.39","0.39","0.00","0.40","0.01","","","0.00",""
"25/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.39","-0.01","0.00","0.39","1,000.00",""
"24/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","0.00",""
"23/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","500.00",""
"22/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","500.00",""
"19/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"18/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","1,100.00",""
"17/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"16/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","900.00",""
"15/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"12/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"11/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"10/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"09/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"08/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"05/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.37","0.00",""
"04/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"03/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","5,500.00",""
"02/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","500.00",""
"01/09/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","200.00",""
"29/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","700.00",""
"28/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","0.00",""
"27/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","51,500.00",""
"26/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","200.00",""
"25/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"22/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","0.00",""
"21/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","5,200.00",""
"20/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","14,000.00",""
"19/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","2,200.00",""
"18/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","600.00",""
"15/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","100.00",""
"14/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","0.00",""
"13/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","11,100.00",""
"12/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","1,200.00",""
"11/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","1,000.00",""
"08/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","20,400.00",""
"07/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","7,200.00",""
"06/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","1,500.00",""
"05/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","0.00",""
"04/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.38","5,200.00",""
"01/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","13,300.00",""
"31/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","7,200.00",""
"30/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","0.00",""
"29/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","6,200.00",""
"28/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","7,700.00",""
"25/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","3,300.00",""
"24/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","5,500.00",""
"23/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","5,900.00",""
"22/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.39","0","0.00","0.39","7,100.00",""
"21/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","7,500.00",""
"18/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","1,500.00",""
"17/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","3,200.00",""
"16/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","28,700.00",""
"15/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","600.00",""
"14/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","25,600.00",""
"11/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","11,000.00",""
"10/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","4,300.00",""
"09/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","27,200.00",""
"08/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","5,800.00",""
"07/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","3,300.00",""
"04/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","12,400.00",""
"03/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","9,200.00",""
"02/07/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","14,200.00",""
"30/06/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","","","27,100.00",""
"27/06/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","20,900.00",""
"26/06/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.40","0.00","35,600.00",""
"25/06/2008","GOIL","0.40","0.25","0.38","0.38","0.00","0.40","0.02","0.39","0.00","21,500.00",""
"24/06/2008","GOIL","0.38","0.25","0.38","0.38","0.00","0.38","0","","","61,000.00",""
"23/06/2008","GOIL","0.38","0.25","0.35","0.35","0.00","0.38","0.03","0.38","0.00","25,100.00",""
"20/06/2008","GOIL","0.35","0.25","0.35","0.35","0.00","0.35","0","0.35","0.00","55,800.00",""
"19/06/2008","GOIL","0.35","0.25","0.35","0.35","0.00","0.35","0","0.35","0.00","8,700.00",""
"18/06/2008","GOIL","0.35","0.25","0.35","0.35","0.00","0.35","0","0.00","0.35","247,400.00",""
"17/06/2008","GOIL","0.35","0.25","0.35","0.35","0.00","0.35","0","0.00","0.35","22,200.00",""
"16/06/2008","GOIL","0.35","0.25","0.35","0.35","0.00","0.35","0","","","65,000.00",""
"13/06/2008","GOIL","0.35","0.25","0.35","0.35","0.00","0.35","0","0.00","0.35","38,900.00",""
"12/06/2008","GOIL","0.35","0.25","0.35","0.35","0.00","0.35","0","0.00","0.35","51,000.00",""
"11/06/2008","GOIL","0.35","0.25","0.32","0.32","0.00","0.35","0.03","0.00","0.35","156,100.00",""
"10/06/2008","GOIL","0.32","0.25","0.30","0.30","0.00","0.32","0.02","0.31","0.00","17,700.00",""
"09/06/2008","GOIL","0.31","0.25","0.28","0.28","0.00","0.30","0.02","0.30","0.00","11,500.00",""
"06/06/2008","GOIL","0.31","0.25","0.28","0.28","0.00","0.28","0","0.28","0.00","11,000.00",""
"05/06/2008","GOIL","0.31","0.25","0.27","0.27","0.00","0.28","0.01","0.27","0.00","63,300.00",""
"04/06/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.27","0.01","","","63,200.00",""
"03/06/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","215,800.00",""
"02/06/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.26","0.00","113,200.00",""
"30/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","171,200.00",""
"29/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","12,500.00",""
"28/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","114,300.00",""
"27/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","31,800.00",""
"23/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.25","40,500.00",""
"22/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","4,100.00",""
"21/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","0.00",""
"20/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","4,000.00",""
"19/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","10,200.00",""
"16/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.25","2,000.00",""
"15/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","6,300.00",""
"14/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","5,400.00",""
"13/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","","","22,300.00",""
"12/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","0.00","0.26","168,600.00",""
"09/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","","0.26","10,000.00",""
"08/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","","0.26","0.00",""
"07/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","","0.25","0.00",""
"06/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","","0.26","58,400.00",""
"05/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","","0.26","4,200.00",""
"02/05/2008","GOIL","0.31","0.25","0.26","0.26","0.00","0.26","0","","0.25","900.00",""
